Date,Open,Close
1/2/22 19:00,177.83,182.01
1/3/22 19:00,182.63,179.7
1/4/22 19:00,179.61,174.92
1/5/22 19:00,172.7,172
1/6/22 19:00,172.89,172.17
1/9/22 19:00,169.08,172.19
1/10/22 19:00,172.32,175.08
1/11/22 19:00,176.12,175.53
1/12/22 19:00,175.78,172.19
1/13/22 19:00,171.34,173.07
1/17/22 19:00,171.51,169.8
1/18/22 19:00,170,166.23
1/19/22 19:00,166.98,164.51
1/20/22 19:00,164.415,162.41
1/23/22 19:00,160.02,161.62
1/24/22 19:00,158.98,159.78
1/25/22 19:00,163.5,159.69
1/26/22 19:00,162.45,159.22
1/27/22 19:00,165.71,170.33
1/30/22 19:00,170.16,174.78
1/31/22 19:00,174.01,174.61
2/1/22 19:00,174.745,175.84
2/2/22 19:00,174.48,172.9
2/3/22 19:00,171.68,172.39
2/6/22 19:00,172.86,171.66
2/7/22 19:00,171.73,174.83
2/8/22 19:00,176.05,176.28
2/9/22 19:00,174.14,172.12
2/10/22 19:00,172.33,168.64
2/13/22 19:00,167.37,168.88
2/14/22 19:00,170.97,172.79
2/15/22 19:00,171.85,172.55
2/16/22 19:00,171.03,168.88
2/17/22 19:00,169.82,167.3
2/21/22 19:00,164.98,164.32
2/22/22 19:00,165.54,160.07
2/23/22 19:00,152.58,162.74
2/24/22 19:00,163.84,164.85
2/27/22 19:00,163.06,165.12
2/28/22 19:00,164.695,163.2
3/1/22 19:00,164.39,166.56
3/2/22 19:00,168.47,166.23
3/3/22 19:00,164.49,163.17
3/6/22 19:00,163.36,159.3
3/7/22 19:00,158.82,157.44
3/8/22 19:00,161.475,162.95
3/9/22 19:00,160.2,158.52
3/10/22 19:00,158.93,154.73
3/13/22 20:00,151.45,150.62
3/14/22 20:00,150.9,155.09
3/15/22 20:00,157.05,159.59
3/16/22 20:00,158.61,160.62
3/17/22 20:00,160.51,163.98
3/20/22 20:00,163.51,165.38
3/21/22 20:00,165.51,168.82
3/22/22 20:00,167.99,170.21
3/23/22 20:00,171.06,174.07
3/24/22 20:00,173.88,174.72
3/27/22 20:00,172.17,175.6
3/28/22 20:00,176.69,178.96
3/29/22 20:00,178.55,177.77
3/30/22 20:00,177.84,174.61
3/31/22 20:00,174.03,174.31
4/3/22 20:00,174.57,178.44
4/4/22 20:00,177.5,175.06
4/5/22 20:00,172.36,171.83
4/6/22 20:00,171.16,172.14
4/7/22 20:00,171.78,170.09
4/10/22 20:00,168.71,165.75
4/11/22 20:00,168.02,167.66
4/12/22 20:00,167.39,170.4
4/13/22 20:00,170.62,165.29
4/17/22 20:00,163.92,165.07
4/18/22 20:00,165.02,167.4
4/19/22 20:00,168.76,167.23
4/20/22 20:00,168.91,166.42
4/21/22 20:00,166.46,161.79
4/24/22 20:00,161.12,162.88
4/25/22 20:00,162.25,156.8
4/26/22 20:00,155.91,156.57
4/27/22 20:00,159.25,163.64
4/28/22 20:00,161.84,157.65
5/1/22 20:00,156.71,157.96
5/2/22 20:00,158.15,159.48
5/3/22 20:00,159.67,166.02
5/4/22 20:00,163.85,156.77
5/5/22 20:00,156.01,157.28
5/8/22 20:00,154.925,152.06
5/9/22 20:00,155.52,154.51
5/10/22 20:00,153.5,146.5
5/11/22 20:00,142.77,142.56
5/12/22 20:00,144.59,147.11
5/15/22 20:00,145.55,145.54
5/16/22 20:00,148.86,149.24
5/17/22 20:00,146.85,140.82
5/18/22 20:00,139.88,137.35
5/19/22 20:00,139.09,137.59
5/22/22 20:00,137.79,143.11
5/23/22 20:00,140.805,140.36
5/24/22 20:00,138.43,140.52
5/25/22 20:00,137.39,143.78
5/26/22 20:00,145.39,149.64
5/30/22 20:00,149.07,148.84
5/31/22 20:00,149.9,148.71
6/1/22 20:00,147.83,151.21
6/2/22 20:00,146.9,145.38
6/5/22 20:00,147.03,146.14
6/6/22 20:00,144.345,148.71
6/7/22 20:00,148.58,147.96
6/8/22 20:00,147.08,142.64
6/9/22 20:00,140.28,137.13
6/12/22 20:00,132.87,131.88
6/13/22 20:00,133.13,132.76
6/14/22 20:00,134.29,135.43
6/15/22 20:00,132.08,130.06
6/16/22 20:00,130.065,131.56
6/20/22 20:00,133.42,135.87
6/21/22 20:00,134.79,135.35
6/22/22 20:00,136.82,138.27
6/23/22 20:00,139.9,141.66
6/26/22 20:00,142.695,141.66
6/27/22 20:00,142.13,137.44
6/28/22 20:00,137.46,139.23
6/29/22 20:00,137.25,136.72
6/30/22 20:00,136.04,138.93
7/4/22 20:00,137.77,141.56
7/5/22 20:00,141.355,142.92
7/6/22 20:00,143.29,146.35
7/7/22 20:00,145.265,147.04
7/10/22 20:00,145.67,144.87
7/11/22 20:00,145.76,145.86
7/12/22 20:00,142.99,145.49
7/13/22 20:00,144.08,148.47
7/14/22 20:00,149.78,150.17
7/17/22 20:00,150.74,147.07
7/18/22 20:00,147.92,151
7/19/22 20:00,151.12,153.04
7/20/22 20:00,154.5,155.35
7/21/22 20:00,155.39,154.09
7/24/22 20:00,154.01,152.95
7/25/22 20:00,152.265,151.6
7/26/22 20:00,152.58,156.79
7/27/22 20:00,156.98,157.35
7/28/22 20:00,161.24,162.51
7/31/22 20:00,161.01,161.51
8/1/22 20:00,160.1,160.01
8/2/22 20:00,160.84,166.13
8/3/22 20:00,166.005,165.81
8/4/22 20:00,163.21,165.35
8/7/22 20:00,166.37,164.87
8/8/22 20:00,164.02,164.92
8/9/22 20:00,167.68,169.24
8/10/22 20:00,170.06,168.49
8/11/22 20:00,169.82,172.1
8/14/22 20:00,171.52,173.19
8/15/22 20:00,172.78,173.03
8/16/22 20:00,172.77,174.55
8/17/22 20:00,173.75,174.15
8/18/22 20:00,173.03,171.52
8/21/22 20:00,169.69,167.57
8/22/22 20:00,167.08,167.23
8/23/22 20:00,167.32,167.53
8/24/22 20:00,168.78,170.03
8/25/22 20:00,170.57,163.62
8/28/22 20:00,161.145,161.38
8/29/22 20:00,162.13,158.91
8/30/22 20:00,160.305,157.22
8/31/22 20:00,156.64,157.96
9/1/22 20:00,159.75,155.81
9/5/22 20:00,156.47,154.53
9/6/22 20:00,154.825,155.96
9/7/22 20:00,154.64,154.46
9/8/22 20:00,155.47,157.37
9/11/22 20:00,159.59,163.43
9/12/22 20:00,159.9,153.84
9/13/22 20:00,154.785,155.31
9/14/22 20:00,154.65,152.37
9/15/22 20:00,151.21,150.7
9/18/22 20:00,149.31,154.48
9/19/22 20:00,153.4,156.9
9/20/22 20:00,157.34,153.72
9/21/22 20:00,152.38,152.74
9/22/22 20:00,151.19,150.43
