Date,Open,Close
1/2/22 19:00,52.26,53.06
1/3/22 19:00,53.18,53.48
1/4/22 19:00,53.69,54
1/5/22 19:00,53.99,52.44
1/6/22 19:00,52.24,53.84
1/9/22 19:00,53.93,53.73
1/10/22 19:00,53.98,54.33
1/11/22 19:00,54.53,53.91
1/12/22 19:00,54.19,54.19
1/13/22 19:00,54.12,54.3
1/17/22 19:00,54.09,53.52
1/18/22 19:00,53.47,53.53
1/19/22 19:00,53.53,53.18
1/20/22 19:00,53.25,52.5
1/23/22 19:00,52.41,52.38
1/24/22 19:00,51.7,50.99
1/25/22 19:00,50.99,49.76
1/26/22 19:00,50.21,50
1/27/22 19:00,49.94,50.46
1/30/22 19:00,50.04,49.76
1/31/22 19:00,49.325,49.75
2/1/22 19:00,49.81,50.41
2/2/22 19:00,50.55,49.5
2/3/22 19:00,49.18,48.6
2/6/22 19:00,48.86,49.09
2/7/22 19:00,49.02,49.79
2/8/22 19:00,49.81,49.99
2/9/22 19:00,49.77,49.22
2/10/22 19:00,49.34,48.7
2/13/22 19:00,48.99,47.36
2/14/22 19:00,47.64,48.3
2/15/22 19:00,48.11,47.88
2/16/22 19:00,47.2,46.81
2/17/22 19:00,46.63,46.61
2/21/22 19:00,46.82,45.79
2/22/22 19:00,45.98,45.46
2/23/22 19:00,45.01,45.27
2/24/22 19:00,45.4,46.2
2/27/22 19:00,45.6,46.09
2/28/22 19:00,45.91,45.01
3/1/22 19:00,45.26,46.15
3/2/22 19:00,46.755,46.72
3/3/22 19:00,46.11,47.72
3/6/22 19:00,47.44,46.99
3/7/22 19:00,47.2,47.47
3/8/22 19:00,48.51,48.12
3/9/22 19:00,47.652,48.07
3/10/22 19:00,48.42,47.44
3/13/22 20:00,47.84,47.91
3/14/22 20:00,48.08,48.17
3/15/22 20:00,48.27,47.38
3/16/22 20:00,46.95,47.48
3/17/22 20:00,47.35,47.36
3/20/22 20:00,47.43,47.38
3/21/22 20:00,47.78,47.43
3/22/22 20:00,47.28,46.74
3/23/22 20:00,46.87,47.02
3/24/22 20:00,47.03,47.12
3/27/22 20:00,47,47.19
3/28/22 20:00,47.594,47.82
3/29/22 20:00,47.82,47.46
3/30/22 20:00,45.29,44.77
3/31/22 20:00,44.54,43.86
4/3/22 20:00,43.84,43.4
4/4/22 20:00,43.022,43.49
4/5/22 20:00,43.22,44.31
4/6/22 20:00,44.43,45.11
4/7/22 20:00,45.18,45.42
4/10/22 20:00,45.49,44.43
4/11/22 20:00,44.54,44.23
4/12/22 20:00,44.42,44.6
4/13/22 20:00,44.66,44.81
4/17/22 20:00,44.71,44.5
4/18/22 20:00,44.69,45.6
4/19/22 20:00,45.86,46.54
4/20/22 20:00,46.72,46.81
4/21/22 20:00,46.62,45.54
4/24/22 20:00,45.22,45.39
4/25/22 20:00,45.1,44.87
4/26/22 20:00,44.92,44.23
4/27/22 20:00,44.48,44.53
4/28/22 20:00,44.48,42.4
5/1/22 20:00,42.63,42.52
5/2/22 20:00,42.79,42.94
5/3/22 20:00,42.95,44.46
5/4/22 20:00,44.28,43.78
5/5/22 20:00,43.58,43.99
5/8/22 20:00,43.87,43.85
5/9/22 20:00,44.42,43.31
5/10/22 20:00,43.51,43.35
5/11/22 20:00,43.35,43.16
5/12/22 20:00,43.5,43.55
5/15/22 20:00,43.68,44.15
5/16/22 20:00,44.25,44.94
5/17/22 20:00,44.19,41.17
5/18/22 20:00,40.56,40.61
5/19/22 20:00,40.85,40.96
5/22/22 20:00,41.35,42.15
5/23/22 20:00,41.98,42.08
5/24/22 20:00,42.05,42.46
5/25/22 20:00,42.93,43.04
5/26/22 20:00,43.16,43.71
5/30/22 20:00,43.48,43.83
5/31/22 20:00,43.9,43.26
6/1/22 20:00,43.38,43.43
6/2/22 20:00,43.51,43.14
6/5/22 20:00,43.38,43.39
6/6/22 20:00,42.87,43
6/7/22 20:00,42.85,42.6
6/8/22 20:00,42.4,41.72
6/9/22 20:00,41.34,41.54
6/12/22 20:00,40.86,40.28
6/13/22 20:00,40.54,40.2
6/14/22 20:00,40.525,40.73
6/15/22 20:00,40.35,39.67
6/16/22 20:00,39.54,39.32
6/20/22 20:00,39.61,40.1
6/21/22 20:00,39.68,40.45
6/22/22 20:00,40.89,40.89
6/23/22 20:00,41.29,41.65
6/26/22 20:00,41.87,42.19
6/27/22 20:00,41.03,40.96
6/28/22 20:00,40.92,40.87
6/29/22 20:00,39.52,37.9
6/30/22 20:00,37.63,38.56
7/4/22 20:00,37.92,38.51
7/5/22 20:00,38.39,37.78
7/6/22 20:00,38.02,38.21
7/7/22 20:00,38.26,37.55
7/10/22 20:00,37.42,37.43
7/11/22 20:00,37.42,37.97
7/12/22 20:00,37.56,37.24
7/13/22 20:00,36.9,36.86
7/14/22 20:00,37.26,38.03
7/17/22 20:00,38.33,38.32
7/18/22 20:00,38.73,38.6
7/19/22 20:00,38.58,38.92
7/20/22 20:00,37.56,38.46
7/21/22 20:00,38.77,38.66
7/24/22 20:00,38.93,38.75
7/25/22 20:00,38.23,38.85
7/26/22 20:00,38.79,39.22
7/27/22 20:00,39.32,39.44
7/28/22 20:00,39.44,39.62
7/31/22 20:00,39.62,39.89
