Date,Open,Close
1/2/22 19:00,255.01,255.46
1/3/22 19:00,256.85,248.23
1/4/22 19:00,236.17,227.67
1/5/22 19:00,228.04,229.15
1/6/22 19:00,228.5,228.31
1/9/22 19:00,225.5,229.63
1/10/22 19:00,228.8,234.84
1/11/22 19:00,237,237.83
1/12/22 19:00,237.5,228.63
1/13/22 19:00,228.03,231.23
1/17/22 19:00,228.45,226.06
1/18/22 19:00,227.47,226.27
1/19/22 19:00,229.07,222.94
1/20/22 19:00,223.06,218.63
1/23/22 19:00,212.39,223.03
1/24/22 19:00,221,215.39
1/25/22 19:00,219.61,211
1/26/22 19:00,214.08,212.74
1/27/22 19:00,214.3,222.13
1/30/22 19:00,222.95,232.63
1/31/22 19:00,232.37,232.12
2/1/22 19:00,233.74,225.01
2/2/22 19:00,218.07,212.77
2/3/22 19:00,214.99,219.23
2/6/22 19:00,219,216.97
2/7/22 19:00,215.6,217.43
2/8/22 19:00,221.14,222.04
2/9/22 19:00,217.7,217.67
2/10/22 19:00,217.62,207.9
2/13/22 19:00,205.8,206.4
2/14/22 19:00,209.75,214.25
2/15/22 19:00,211,211.74
2/16/22 19:00,208.33,200.03
2/17/22 19:00,200.4,196.84
2/21/22 19:00,195.53,195.13
2/22/22 19:00,196.35,190.54
2/23/22 19:00,184.74,204.29
2/24/22 19:00,204.724,208.09
2/27/22 19:00,207.79,210.53
2/28/22 19:00,213.4,208.89
3/1/22 19:00,216.1,210.39
3/2/22 19:00,210.39,204.75
3/3/22 19:00,204.7,203.01
3/6/22 19:00,203.45,196.23
3/7/22 19:00,194.28,192.08
3/8/22 19:00,198.35,203.16
3/9/22 19:00,199.1,200.15
3/10/22 19:00,204.77,197.9
3/13/22 20:00,198.24,193.12
3/14/22 20:00,198.53,196.14
3/15/22 20:00,198.66,205.57
3/16/22 20:00,204.62,210.41
3/17/22 20:00,209.23,218.8
3/20/22 20:00,218.19,213.72
3/21/22 20:00,213.72,218.21
3/22/22 20:00,213.87,211.11
3/23/22 20:00,212.35,213.98
3/24/22 20:00,214.27,211.03
3/27/22 20:00,210.38,215.28
3/28/22 20:00,218.62,221.29
3/29/22 20:00,219.71,214.94
3/30/22 20:00,214.5,212.32
3/31/22 20:00,212.48,212.25
4/3/22 20:00,214.63,218.85
4/4/22 20:00,218,210.14
4/5/22 20:00,205.21,200.82
4/6/22 20:00,199.12,200.16
4/7/22 20:00,198.64,197.17
4/10/22 20:00,194.21,195.45
4/11/22 20:00,199.75,194.81
4/12/22 20:00,191.985,195.72
4/13/22 20:00,196.32,189.41
4/17/22 20:00,188.3,187.01
4/18/22 20:00,187.24,191.39
4/19/22 20:00,192.89,186.23
4/20/22 20:00,188.78,177.23
4/21/22 20:00,177.7,171.43
4/24/22 20:00,169.69,174.57
4/25/22 20:00,172.62,170.08
4/26/22 20:00,171,174.68
4/27/22 20:00,181.41,185.74
4/28/22 20:00,182.57,175.94
5/1/22 20:00,175.09,177.57
5/2/22 20:00,176.95,178.36
5/3/22 20:00,179.71,185.48
5/4/22 20:00,180.49,172.3
5/5/22 20:00,169.49,169.7
5/8/22 20:00,166.72,163.6
5/9/22 20:00,167.42,167.15
5/10/22 20:00,165.5,161.27
5/11/22 20:00,156.93,160.42
5/12/22 20:00,163.55,166.91
5/15/22 20:00,164.74,164.12
5/16/22 20:00,167.33,163.73
5/17/22 20:00,162.82,157.33
5/18/22 20:00,155.23,155.6
5/19/22 20:00,158.74,159.65
5/22/22 20:00,159.84,160.32
