Date,Open,Close
1/2/22 19:00,207.86,206.8
1/3/22 19:00,206.7068,209
1/4/22 19:00,209.535,211.06
1/5/22 19:00,211.8,210.82
1/6/22 19:00,212.15,215.75
1/9/22 19:00,215.67,213.46
1/10/22 19:00,214.42,216.31
1/11/22 19:00,217.49,218.25
1/12/22 19:00,218.4,219.43
1/13/22 19:00,217.61,217.65
1/17/22 19:00,214.88,213.59
1/18/22 19:00,214.41,210.73
1/19/22 19:00,211.68,208.92
1/20/22 19:00,209.26,205.1
1/23/22 19:00,204.2,204.45
1/24/22 19:00,200.71,202.3
1/25/22 19:00,203.1525,200.65
1/26/22 19:00,203.07,200.65
1/27/22 19:00,200.38,201.99
1/30/22 19:00,200.56,204.48
1/31/22 19:00,203.93,205.34
2/1/22 19:00,205.42,207.55
2/2/22 19:00,200.1596,191.74
2/3/22 19:00,191.87,191.5
2/6/22 19:00,192.15,192.48
2/7/22 19:00,192.48,194.56
2/8/22 19:00,196.12,196.62
2/9/22 19:00,194.11,191.75
2/10/22 19:00,191.81,186.99
2/13/22 19:00,187.38,186.69
2/14/22 19:00,188.18,189.53
2/15/22 19:00,189.54,189.06
2/16/22 19:00,187.48,184.59
2/17/22 19:00,183.93,182.13
2/21/22 19:00,183.12,182.56
2/22/22 19:00,183.57,178.96
2/23/22 19:00,174.95,182.34
2/24/22 19:00,182.1,188.56
2/27/22 19:00,186.05,189.75
2/28/22 19:00,186.65,183.6
3/1/22 19:00,185.34,186.44
3/2/22 19:00,189.47,187.52
3/3/22 19:00,185.65,187.43
3/6/22 19:00,187.04,182.16
3/7/22 19:00,182.19,183.24
3/8/22 19:00,186.36,185.4
3/9/22 19:00,182.54,184.36
3/10/22 19:00,186.38,182.24
3/13/22 20:00,183.47,183.2
3/14/22 20:00,185.13,187.79
3/15/22 20:00,189.6,191.03
3/16/22 20:00,189.65,191.93
3/17/22 20:00,191.77,194.72
3/20/22 20:00,193.57,193.02
3/21/22 20:00,193.14,195.03
3/22/22 20:00,194.44,192.34
3/23/22 20:00,193.18,194.69
3/24/22 20:00,195.35,197.79
3/27/22 20:00,197.09,197.11
3/28/22 20:00,199.08,197.54
3/29/22 20:00,197.12,196.54
3/30/22 20:00,196.67,194.58
3/31/22 20:00,195.9,196.03
