Date,Open,Close
1/2/22 19:00,159.86,161.7
1/3/22 19:00,164.31,167.83
1/4/22 19:00,167.82,163.78
1/5/22 19:00,166.91,165.52
1/6/22 19:00,165.665,167.16
1/9/22 19:00,169.07,167.32
1/10/22 19:00,168.26,167.49
1/11/22 19:00,168.46,168.44
1/12/22 19:00,168.34,168.23
1/13/22 19:00,160.76,157.89
1/17/22 19:00,155.78,151.27
1/18/22 19:00,151.57,148.93
1/19/22 19:00,148.99,147.66
1/20/22 19:00,147.5,145.08
1/23/22 19:00,142.28,144.95
1/24/22 19:00,143.65,146.53
1/25/22 19:00,148.72,147.92
1/26/22 19:00,149.42,145.31
1/27/22 19:00,144.19,146.61
1/30/22 19:00,145.64,148.6
1/31/22 19:00,148.69,151.15
2/1/22 19:00,150.5,149.94
2/2/22 19:00,150,148.7
2/3/22 19:00,149.1,152.56
2/6/22 19:00,153.27,153.07
2/7/22 19:00,155,155.95
2/8/22 19:00,156.59,156.6
2/9/22 19:00,156.66,155.95
2/10/22 19:00,155.61,153.92
2/13/22 19:00,152.73,152.49
2/14/22 19:00,154.51,154.72
2/15/22 19:00,153.74,155
2/16/22 19:00,153,151.43
2/17/22 19:00,152.13,152.14
2/21/22 19:00,150.6,151.87
2/22/22 19:00,153.12,148.69
2/23/22 19:00,142.94,144.55
2/24/22 19:00,145.25,147.97
2/27/22 19:00,143.55,141.8
2/28/22 19:00,140.04,136.45
3/1/22 19:00,137.29,139.28
3/2/22 19:00,139.84,138.29
3/3/22 19:00,134.94,134.4
3/6/22 19:00,132.17,129.21
3/7/22 19:00,129.64,128.3
3/8/22 19:00,132.9,133.44
3/9/22 19:00,131.86,131.86
3/10/22 19:00,132.485,128.89
3/13/22 20:00,129.46,130.17
3/14/22 20:00,131.8,132.48
3/15/22 20:00,134.87,138.4
3/16/22 20:00,136.86,140.15
3/17/22 20:00,140.19,140.1
3/20/22 20:00,140.35,139.65
3/21/22 20:00,142.27,142.62
3/22/22 20:00,140.98,139.78
3/23/22 20:00,140.3,140.69
3/24/22 20:00,141.09,141.92
3/27/22 20:00,140,140.87
3/28/22 20:00,143.35,141.18
3/29/22 20:00,141.9,140.54
3/30/22 20:00,139.83,136.32
3/31/22 20:00,137.4,135.31
4/3/22 20:00,134.12,135.91
4/4/22 20:00,134.07,133.34
4/5/22 20:00,131.58,131.49
4/6/22 20:00,130.95,131.09
4/7/22 20:00,131.67,133.49
4/10/22 20:00,133,133
4/11/22 20:00,132.14,131.54
4/12/22 20:00,126.94,127.3
4/13/22 20:00,126.5,126.12
4/17/22 20:00,125.67,128.46
4/18/22 20:00,128.45,131.12
4/19/22 20:00,132.52,131.58
4/20/22 20:00,132.22,130.56
4/21/22 20:00,130.28,126.81
4/24/22 20:00,126.01,126.77
4/25/22 20:00,124.64,123.02
4/26/22 20:00,122.33,121.42
4/27/22 20:00,122.81,123.34
4/28/22 20:00,123.05,119.36
5/1/22 20:00,119.88,120.45
5/2/22 20:00,121.53,123.03
5/3/22 20:00,122.8,127.1
5/4/22 20:00,125.25,123.92
5/5/22 20:00,123.8,123.72
5/8/22 20:00,122.11,121.86
5/9/22 20:00,123.11,118.89
5/10/22 20:00,119.3,118.14
5/11/22 20:00,117,118.04
5/12/22 20:00,119.41,119.09
5/15/22 20:00,118.54,118.26
5/16/22 20:00,121.04,122.18
5/17/22 20:00,121.3,120.09
5/18/22 20:00,118.19,118.31
5/19/22 20:00,119.46,117.34
5/22/22 20:00,120.46,124.6
5/23/22 20:00,124.36,126.36
5/24/22 20:00,126.28,127.24
5/25/22 20:00,128.37,129.44
5/26/22 20:00,130.16,131.27
5/30/22 20:00,130.18,132.23
5/31/22 20:00,132.87,129.91
6/1/22 20:00,129.9,132
6/2/22 20:00,131.21,130.16
6/5/22 20:00,131.09,129.73
6/6/22 20:00,128.83,130.07
6/7/22 20:00,129,128
6/8/22 20:00,127.37,125.31
6/9/22 20:00,122.59,119.55
6/12/22 20:00,116.86,115.99
6/13/22 20:00,115.55,114.06
6/14/22 20:00,115.62,115.41
6/15/22 20:00,113.86,113.43
6/16/22 20:00,113.54,113.03
6/20/22 20:00,115.865,115.83
6/21/22 20:00,114.88,115.18
6/22/22 20:00,115.01,113.92
6/23/22 20:00,113.23,117.32
6/26/22 20:00,118.06,116.38
6/27/22 20:00,117.67,115.82
6/28/22 20:00,116,115.3
6/29/22 20:00,113.17,112.61
6/30/22 20:00,112.65,114.05
7/4/22 20:00,110.77,112.62
7/5/22 20:00,111.73,111.89
7/6/22 20:00,113.5,114.72
7/7/22 20:00,115.16,114.36
7/10/22 20:00,113.55,112.86
7/11/22 20:00,112.58,112.97
7/12/22 20:00,111.75,111.91
7/13/22 20:00,107.99,108
7/14/22 20:00,109.16,112.95
7/17/22 20:00,114.77,111.79
7/18/22 20:00,113.13,114.56
7/19/22 20:00,114.1,114.54
7/20/22 20:00,114.44,115.32
7/21/22 20:00,115.24,114.76
7/24/22 20:00,115.84,115.22
7/25/22 20:00,114.58,113.42
7/26/22 20:00,114.01,115.24
7/27/22 20:00,115.25,114.81
7/28/22 20:00,115.59,115.36
7/31/22 20:00,114.5,114.21
8/1/22 20:00,113.92,112.43
8/2/22 20:00,113.45,113.61
8/3/22 20:00,112.85,112.36
8/4/22 20:00,112.53,115.76
8/7/22 20:00,116.25,114.35
8/8/22 20:00,114.75,115.38
8/9/22 20:00,117.96,118.39
8/10/22 20:00,119.9,120.14
8/11/22 20:00,120.67,122.13
8/14/22 20:00,121.14,122.46
8/15/22 20:00,122.29,123.63
8/16/22 20:00,122.3,122.59
8/17/22 20:00,122.24,121.64
8/18/22 20:00,120.62,118.63
8/21/22 20:00,116.75,116.67
8/22/22 20:00,116.69,115.52
8/23/22 20:00,115.29,115.8
8/24/22 20:00,116.16,118.55
8/25/22 20:00,119.46,114.67
8/28/22 20:00,114,114.39
8/29/22 20:00,115,114.41
8/30/22 20:00,114.48,113.73
8/31/22 20:00,113.29,114.51
9/1/22 20:00,115.87,113.71
9/5/22 20:00,114.33,113.74
9/6/22 20:00,113.13,115.9
9/7/22 20:00,115.28,118.6
9/8/22 20:00,119.14,119.17
9/11/22 20:00,120.62,120.58
9/12/22 20:00,118.07,116.39
9/13/22 20:00,116.7,116.12
9/14/22 20:00,116.12,117.87
9/15/22 20:00,117.39,117.08
9/18/22 20:00,116,118.16
9/19/22 20:00,117.41,115.83
9/20/22 20:00,116.54,112.49
9/21/22 20:00,113.38,111.21
9/22/22 20:00,110.05,109.14
9/25/22 20:00,108,106.79
9/26/22 20:00,107.75,105.85
9/27/22 20:00,105.95,107.99
9/28/22 20:00,106.95,106.16
9/29/22 20:00,106.06,104.5
10/2/22 20:00,105.62,107.73
10/3/22 20:00,110.61,112.77
10/4/22 20:00,109.75,110.39
10/5/22 20:00,109.46,108.14
10/6/22 20:00,107.52,105.98
10/9/22 20:00,106.73,104.99
