Date,Open,High,Low,Close,Volume
1/2/2018 16:00:00,257.77,257.91,253.92,255.67,2258261
1/3/2018 16:00:00,255.48,256.14,253.22,253.29,2988206
1/4/2018 16:00:00,255.23,259.72,254.32,256.83,2583204
1/5/2018 16:00:00,257.18,257.49,253.69,255.52,2594712
1/8/2018 16:00:00,254.75,255.18,251.62,251.81,2940546
1/9/2018 16:00:00,252.8,255.6,252.62,253.94,2637346
1/10/2018 16:00:00,255,255.15,252.35,254.33,2927210
1/11/2018 16:00:00,255.75,255.89,252.97,255.13,2422405
1/12/2018 16:00:00,255.75,257.3,254.09,257.03,2849176
1/16/2018 16:00:00,259.25,261.77,256.4,258.46,4445460
1/17/2018 16:00:00,260.98,262,248.84,253.65,8608134
1/18/2018 16:00:00,254.49,254.54,250.6,250.97,4984536
1/19/2018 16:00:00,251,256.14,250.26,256.12,4643375
1/22/2018 16:00:00,255.45,262.87,255.19,261.52,5264672
1/23/2018 16:00:00,258,260.26,256.85,260.09,4003561
1/24/2018 16:00:00,260.74,265.78,260.3,265.68,4313964
1/25/2018 16:00:00,266.35,270.5,265.01,269.03,5054952
1/26/2018 16:00:00,267.49,269,266.05,268.14,3535395
1/29/2018 16:00:00,269.04,273.79,268.81,272.48,3881092
1/30/2018 16:00:00,270.39,272,267.11,268.94,3970433
1/31/2018 16:00:00,268.55,270,266.33,267.89,3710160
2/1/2018 16:00:00,266.15,272.59,266,272.23,3388237
2/2/2018 16:00:00,270,271.75,259.35,260.04,5913920
2/5/2018 16:00:00,257.51,263.3,241.5,249.11,6528467
2/6/2018 16:00:00,244.21,258.75,242.11,258.7,6739908
2/7/2018 16:00:00,255.9,261.95,255.66,257.1,4125037
2/8/2018 16:00:00,257.93,258.78,246.05,246.35,4166152
2/9/2018 16:00:00,249.62,251.67,239.29,249.3,5978553
2/12/2018 16:00:00,251.15,256.15,248.82,253.16,3692544
2/13/2018 16:00:00,252.01,256.4,250.58,255.53,2700493
2/14/2018 16:00:00,255,262.71,254.48,262.58,3793777
2/15/2018 16:00:00,265.76,268,262.91,267.68,3523083
2/16/2018 16:00:00,265.99,269.28,265.9,267.62,2602502
2/20/2018 16:00:00,266.89,268.85,263.31,264.89,2618423
2/21/2018 16:00:00,263.92,270,263.13,263.4,3017869
2/22/2018 16:00:00,264.4,266.32,260.72,261.43,2678880
2/23/2018 16:00:00,263,266.98,262.4,266.77,2507056
2/26/2018 16:00:00,267.5,271.78,266.77,271.26,2751367
2/27/2018 16:00:00,271,273.12,267.93,267.93,3140609
2/28/2018 16:00:00,269.14,269.49,262.57,262.93,3104329
3/1/2018 16:00:00,262.61,263.55,256.2,256.78,3483534
3/2/2018 16:00:00,255,259.24,252.1,258.12,3122826
3/5/2018 16:00:00,256.46,264.55,256.24,263.12,2445846
3/6/2018 16:00:00,264.77,267.87,263.21,266.93,2217341
3/7/2018 16:00:00,262.69,266.43,260.95,265.35,2509352
3/8/2018 16:00:00,266.48,268.1,262.63,266.34,2565359
3/9/2018 16:00:00,268.7,271.09,267.04,270.77,4410571
3/12/2018 16:00:00,271,275.31,270.77,273.38,3065557
3/13/2018 16:00:00,274.34,275.03,267.44,268.53,2288103
