Date,Open,High,Low,Close,Volume
1/2/2018 16:00:00,136.3,136.3,131.46,131.98,2388813
1/3/2018 16:00:00,131.44,132.78,131.44,132.4,1308093
1/4/2018 16:00:00,133.18,133.75,132.36,132.4,1195505
1/5/2018 16:00:00,132.58,132.58,131.37,132.16,1144062
1/8/2018 16:00:00,132.16,132.4,131.1,131.45,1343316
1/9/2018 16:00:00,132.59,134.19,132.2,132.47,2120793
1/10/2018 16:00:00,132.5,133.02,131.82,132.11,1171661
1/11/2018 16:00:00,132.09,132.88,131.66,132.34,1046475
1/12/2018 16:00:00,133.05,134.99,132.03,134.73,2010111
1/16/2018 16:00:00,135.1,136.03,134.42,135.52,1809306
1/17/2018 16:00:00,136.6,137.4,135.53,136.86,1730117
1/18/2018 16:00:00,137.06,137.7,136.18,137.34,1561201
1/19/2018 16:00:00,137.76,137.99,136.69,137.85,1628130
1/22/2018 16:00:00,137.46,139.35,137.32,139.35,2922464
1/23/2018 16:00:00,144.34,146.96,142.79,146.26,5048089
1/24/2018 16:00:00,146.91,148.05,146.27,147.62,2377533
1/25/2018 16:00:00,147.43,148.88,146.95,148.47,2213528
1/26/2018 16:00:00,149.4,150.19,148.26,149.42,2538390
1/29/2018 16:00:00,149.52,149.69,148.56,148.96,1866531
1/30/2018 16:00:00,148.69,150.42,148,148.72,2397369
1/31/2018 16:00:00,148.31,150.18,147.72,149.92,2083614
2/1/2018 16:00:00,149.68,150.48,148.8,150,1993858
2/2/2018 16:00:00,149.69,150.55,147.81,147.95,2297933
2/5/2018 16:00:00,146.63,147.88,139.57,141.52,3358918
2/6/2018 16:00:00,137.02,141.21,136.33,140.85,3932062
2/7/2018 16:00:00,140.08,143.94,139.96,142.14,3034197
2/8/2018 16:00:00,141.52,141.98,134.91,135.01,3160342
2/9/2018 16:00:00,135.91,138.15,132.76,137.08,3655399
2/12/2018 16:00:00,137.27,139.17,136.08,138.14,2404566
2/13/2018 16:00:00,137.64,138.82,136.72,138.58,1282274
2/14/2018 16:00:00,137.63,140.88,137.63,140.6,1907066
2/15/2018 16:00:00,141.95,142.24,139.91,140.88,1406212
2/16/2018 16:00:00,140.93,141.88,140.44,141.16,1923925
2/20/2018 16:00:00,140.48,140.8,138.39,139.07,1533136
2/21/2018 16:00:00,139.28,140.92,138.52,138.54,1334512
2/22/2018 16:00:00,138.68,139.99,137.35,137.64,1744650
2/23/2018 16:00:00,138.3,139.85,137.57,139.74,2006265
2/26/2018 16:00:00,140.21,143.4,140.21,142.58,1809583
2/27/2018 16:00:00,143.13,143.41,141.08,141.54,1869523
2/28/2018 16:00:00,141.97,142.77,138.89,139,1462535
3/1/2018 16:00:00,139.4,139.94,137.18,138.97,2382097
3/2/2018 16:00:00,138,138.81,136.76,137.88,1844247
3/5/2018 16:00:00,138.02,140.38,137.7,139.58,1903189
3/6/2018 16:00:00,140.13,141.53,139.3,141.39,1468765
3/7/2018 16:00:00,140.45,140.72,137.53,138.88,1779352
3/8/2018 16:00:00,138.92,139.86,138.2,139.67,1657171
3/9/2018 16:00:00,140.2,142.43,139.83,142.3,1429169
3/12/2018 16:00:00,142.79,143.25,140.9,141.49,1215718
3/13/2018 16:00:00,142.29,142.61,140.51,140.69,1347461
3/14/2018 16:00:00,141.68,141.68,139.01,139.52,1285083
3/15/2018 16:00:00,140.24,141.82,139.38,140.47,1318728
3/16/2018 16:00:00,140.15,142.1,140.03,141.32,3954913
3/19/2018 16:00:00,141.29,141.29,139.56,140.02,1515235
3/20/2018 16:00:00,140.64,142.12,140.18,141.48,973815
3/21/2018 16:00:00,141.56,142.64,140.4,141.1,1316311
3/22/2018 16:00:00,140.01,140.63,138.09,138.15,2353106
3/23/2018 16:00:00,138.39,138.65,134.77,134.9,1690859
3/26/2018 16:00:00,136.57,138.39,136.17,138.22,1364547
3/27/2018 16:00:00,139.18,139.18,135.93,136.75,1512955
3/28/2018 16:00:00,137.12,139.34,136.49,138.79,1788149
3/29/2018 16:00:00,139.48,139.97,138.47,138.86,1378018
4/2/2018 16:00:00,138.52,138.73,132.89,134.84,2215447
4/3/2018 16:00:00,135.4,137.28,134.84,136.99,1472069
4/4/2018 16:00:00,135.02,138.81,134.54,138.63,1479697
4/5/2018 16:00:00,139.2,140.03,138.05,139.29,1209603
4/6/2018 16:00:00,138.55,139.54,136.43,137.25,1738587
4/9/2018 16:00:00,137.76,139.12,136.47,137.23,1758311
4/10/2018 16:00:00,138.7,139.26,137.12,137.86,1364147
4/11/2018 16:00:00,135.8,137.13,135.64,136.59,920276
4/12/2018 16:00:00,137.35,138.33,136.73,137.29,1094154
4/13/2018 16:00:00,138.37,138.61,135.6,136.29,1030611
4/16/2018 16:00:00,137.55,138.32,136.3,137.55,1354919
4/17/2018 16:00:00,137.55,138.32,136.3,137.55,600
4/18/2018 16:00:00,137.77,137.92,135.18,136.47,1398983
4/19/2018 16:00:00,135.75,137.52,135.65,136.59,1716081
4/20/2018 16:00:00,136.86,137.84,135.85,136.84,1428474
4/23/2018 16:00:00,137.09,137.68,136.03,137.23,1720436
4/24/2018 16:00:00,132.14,133.93,130.79,132.88,3147891
4/25/2018 16:00:00,131.91,133.28,131.39,132.22,1860007
4/26/2018 16:00:00,132.34,133.33,131.51,132.95,1712814
4/27/2018 16:00:00,132.34,133.78,131.95,133.19,1107116
4/30/2018 16:00:00,133.88,134.35,131.48,131.6,1712112
5/1/2018 16:00:00,131.56,131.56,129.7,131.09,1264693
5/2/2018 16:00:00,130.51,130.79,127.23,128.32,2205800
5/3/2018 16:00:00,127.41,127.81,125.15,127.31,2267735
5/4/2018 16:00:00,126.71,130.44,126.52,129.71,1545377
5/7/2018 16:00:00,129.64,129.83,128.77,128.99,1222854
5/8/2018 16:00:00,128.98,129.63,127.89,128.66,1239000
5/9/2018 16:00:00,129.39,130.21,128.58,129.75,1164909
5/10/2018 16:00:00,129.94,131.15,129.44,130.88,916713
5/11/2018 16:00:00,130.99,132.09,130.61,131.25,1046676
5/14/2018 16:00:00,131.51,131.77,129.72,130,1221074
5/15/2018 16:00:00,129.2,130.35,128.84,129.86,1547491
5/16/2018 16:00:00,129.83,130.54,129.52,130.15,840494
5/17/2018 16:00:00,130,130.83,129.68,130.72,807806
5/18/2018 16:00:00,130.76,130.77,129.52,129.85,986057
5/21/2018 16:00:00,130.71,131.96,130.02,131.14,1027589
5/22/2018 16:00:00,131.13,132.06,130.57,131.42,769227
5/23/2018 16:00:00,131.1,131.24,130.11,130.9,1085790
5/24/2018 16:00:00,130.77,130.85,129.34,130.65,818057
5/25/2018 16:00:00,130.17,131.47,130.14,131.03,846508
5/29/2018 16:00:00,129.89,130.16,127.51,128.21,1742526
5/30/2018 16:00:00,129.18,130.72,128.91,130.17,1273601
5/31/2018 16:00:00,129.18,130.72,128.91,130.17,2
6/1/2018 16:00:00,129.84,129.98,128.71,129.29,1001110
6/4/2018 16:00:00,129.94,130.51,129.52,129.72,1063983
6/5/2018 16:00:00,129.26,129.52,128.08,129.17,1381192
6/6/2018 16:00:00,129.9,130.48,127.61,128.77,2388736
6/7/2018 16:00:00,128.37,130.08,127.64,129.77,1463273
6/8/2018 16:00:00,129.99,131.64,129.55,131.32,1606433
6/11/2018 16:00:00,131.34,131.49,130.44,130.5,807750
6/12/2018 16:00:00,130.51,130.89,129.1,129.58,1088350
6/13/2018 16:00:00,130.03,130.82,129.23,129.72,1170220
6/14/2018 16:00:00,129.94,130.08,128.75,128.86,1218983
6/15/2018 16:00:00,128.06,129.43,127.76,129.37,3281489
6/18/2018 16:00:00,128.05,128.25,126.74,127.59,1689827
6/19/2018 16:00:00,126.54,128.35,126.54,128.16,1153458
6/20/2018 16:00:00,128.8,128.83,124.91,124.99,1442492
6/21/2018 16:00:00,124.37,124.94,122.83,123.45,1593824
6/22/2018 16:00:00,124.2,125.31,123.68,124.41,1817208
6/25/2018 16:00:00,124.31,124.92,122.46,123.72,1704702
6/26/2018 16:00:00,123.83,124.4,122.53,122.62,1312913
6/27/2018 16:00:00,122.53,123.47,121.29,121.34,1055725
6/28/2018 16:00:00,121.04,122.83,120.74,122.45,1265779
6/29/2018 16:00:00,122.49,124.02,122.1,122.34,1220595
7/2/2018 16:00:00,122.08,122.45,121.4,122.39,1095456
7/3/2018 13:00:00,123.07,124.05,122.64,122.77,659117
7/5/2018 16:00:00,123.43,123.49,121.81,122.6,1291976
7/6/2018 16:00:00,122.61,123.8,121.82,123.18,1007046
7/9/2018 16:00:00,123.84,125.6,123.54,125.4,1130636
7/10/2018 16:00:00,125.59,126.14,125.39,125.87,1367042
7/11/2018 16:00:00,125.36,125.67,124.53,125.05,1200382
7/12/2018 16:00:00,126.43,126.43,125.11,126.02,1297407
7/13/2018 16:00:00,126.17,126.79,125.46,126.63,902101
7/16/2018 16:00:00,127.01,128.23,126.62,128.19,1101278
7/17/2018 16:00:00,128.58,129.45,127.87,128.79,2028416
7/18/2018 16:00:00,128.83,130.46,128.34,130,1460966
7/19/2018 16:00:00,127,127.5,124.61,125.18,2796087
7/20/2018 16:00:00,124.86,126.13,124.34,125.2,1880168
7/23/2018 16:00:00,125.55,125.55,123.58,124.24,1654698
7/24/2018 16:00:00,124.74,125.39,123.94,124.75,1898962
7/25/2018 16:00:00,124.77,126.43,123.98,126.28,2314977
7/26/2018 16:00:00,127.25,130.12,126.49,129.49,2253604
7/27/2018 16:00:00,129.94,131.63,129.71,130.73,1966766
7/30/2018 16:00:00,130.52,131.98,130.13,131.1,1487663
7/31/2018 16:00:00,131.28,131.42,129.77,130.14,1679266
8/1/2018 16:00:00,130.03,130.45,128.91,128.96,1388477
8/2/2018 16:00:00,128.06,128.86,127,128.33,1778636
8/3/2018 16:00:00,128.14,129.7,127.73,129.7,1882815
8/6/2018 16:00:00,129.72,130.52,129.6,130,1544120
8/7/2018 16:00:00,130.51,131.13,129.78,129.94,817521
8/8/2018 16:00:00,129.87,129.87,129.11,129.21,1430674
8/9/2018 16:00:00,129.1,130.12,128.61,129.56,859253
8/10/2018 16:00:00,128.73,129.16,127.61,128.87,957750
8/13/2018 16:00:00,128.69,129.35,127.61,128.05,1209842
8/14/2018 16:00:00,127.96,127.99,126.68,127.54,1143824
8/15/2018 16:00:00,127.12,129.09,126.92,128.77,1261555
8/16/2018 16:00:00,129.26,130.97,129.14,130.34,1324462
8/17/2018 16:00:00,130.17,130.81,129.61,130.42,1664327
8/20/2018 16:00:00,130.75,131.64,130.5,131.42,1146993
